date,temperature,humidity,luminosity
2020-12-03 16:01:10.027,16.4,20.1,242
2020-12-03 16:01:07.750,16.5,20.2,242
2020-12-03 16:01:05.472,16.4,20.2,242
2020-12-03 16:01:03.195,16.4,20.2,242
2020-12-03 16:01:00.918,16.4,20.3,243
2020-12-03 16:00:58.640,16.4,20.4,243
2020-12-03 16:00:56.363,16.4,20.4,242
2020-12-03 16:00:54.086,16.4,20.5,242
2020-12-03 16:00:51.808,16.5,20.6,243
2020-12-03 16:00:49.531,16.4,20.6,242
2020-12-03 16:00:47.253,16.4,20.7,240
2020-12-03 16:00:44.976,16.4,20.7,242
2020-12-03 16:00:42.699,16.4,20.8,242
2020-12-03 16:00:40.425,16.4,20.9,242
2020-12-03 16:00:38.148,16.4,21.0,242
2020-12-03 16:00:35.871,16.4,21.1,240
2020-12-03 16:00:33.593,16.5,21.3,240
2020-12-03 16:00:31.316,16.4,21.3,242
2020-12-03 16:00:29.039,16.4,21.4,242
2020-12-03 16:00:26.761,16.4,21.5,242
2020-12-03 16:00:24.484,16.4,21.5,242
2020-12-03 16:00:22.207,16.4,21.6,242
2020-12-03 16:00:19.929,16.4,21.6,242
2020-12-03 16:00:17.652,16.4,21.6,242
2020-12-03 16:00:15.374,16.3,21.6,242
2020-12-03 16:00:13.097,16.3,21.6,242
2020-12-03 16:00:10.820,16.3,21.6,242
2020-12-03 16:00:08.542,16.3,21.6,240
2020-12-03 16:00:06.265,16.3,21.6,242
2020-12-03 16:00:03.988,16.3,21.6,242
2020-12-03 16:00:01.710,16.2,21.5,242
2020-12-03 15:59:59.433,16.2,21.5,242
2020-12-03 15:59:57.156,16.2,21.5,242
2020-12-03 15:59:54.878,16.2,21.5,242
2020-12-03 15:59:52.601,16.2,21.5,242
2020-12-03 15:59:50.324,16.2,21.4,242
2020-12-03 15:59:48.047,16.2,21.4,242
2020-12-03 15:59:45.769,16.2,21.4,242
2020-12-03 15:59:43.492,16.2,21.4,242
2020-12-03 15:59:41.215,16.1,21.4,242
2020-12-03 15:59:38.937,16.1,21.3,242
2020-12-03 15:59:36.660,16.1,21.3,242
2020-12-03 15:59:34.382,16.1,21.3,240
2020-12-03 15:59:32.105,16.1,21.4,240
2020-12-03 15:59:29.828,16.1,21.4,240
2020-12-03 15:59:27.550,16.1,21.4,240
2020-12-03 15:59:25.273,16.0,21.3,240
2020-12-03 15:59:22.996,16.1,21.3,240
2020-12-03 15:59:20.718,16.1,21.3,240
2020-12-03 15:59:18.441,16.1,21.2,242
2020-12-03 15:59:16.164,16.0,21.0,242
2020-12-03 15:59:13.886,16.0,20.9,242
2020-12-03 15:59:11.609,16.0,20.8,242
2020-12-03 15:59:09.332,16.0,20.7,242
2020-12-03 15:59:07.054,16.0,20.6,243
2020-12-03 15:59:04.777,16.0,20.5,242
2020-12-03 15:59:02.500,16.0,20.4,242
2020-12-03 15:59:00.222,16.0,20.3,242
2020-12-03 15:58:57.945,15.9,20.2,240
2020-12-03 15:58:55.668,16.0,20.1,242
2020-12-03 15:58:53.390,15.9,20.1,242
2020-12-03 15:58:51.113,15.9,20.0,242
2020-12-03 15:58:48.835,15.9,20.0,240
2020-12-03 15:58:46.557,15.9,19.9,242
2020-12-03 15:58:44.280,15.9,19.9,242
2020-12-03 15:58:42.003,15.9,19.8,243
2020-12-03 15:58:39.725,16.0,19.8,242
2020-12-03 15:58:37.448,15.9,19.8,242
2020-12-03 15:58:35.171,15.9,19.7,242
2020-12-03 15:58:32.893,15.9,19.7,242
2020-12-03 15:58:30.616,16.0,19.7,242
2020-12-03 15:58:28.339,15.9,19.7,242
2020-12-03 15:58:26.061,16.0,19.8,242
2020-12-03 15:58:23.784,15.9,19.8,243
2020-12-03 15:58:21.507,16.0,19.8,242
2020-12-03 15:58:19.229,15.9,19.9,243
2020-12-03 15:58:16.952,16.0,19.9,243
2020-12-03 15:58:14.674,15.9,19.9,242
2020-12-03 15:58:12.397,16.0,19.9,242
2020-12-03 15:58:10.120,16.0,20.0,242
2020-12-03 15:58:07.847,16.0,20.0,242
2020-12-03 15:58:05.569,16.0,20.0,242
2020-12-03 15:58:03.292,16.0,20.0,242
2020-12-03 15:58:01.014,16.0,20.0,243
2020-12-03 15:57:58.737,15.9,20.0,242
2020-12-03 15:57:56.460,16.0,20.0,242
2020-12-03 15:57:54.182,16.0,20.0,242
2020-12-03 15:57:51.905,16.0,20.0,242
2020-12-03 15:57:49.628,16.0,20.1,242
2020-12-03 15:57:47.350,15.9,20.1,242
2020-12-03 15:57:45.073,16.0,20.1,243
2020-12-03 15:57:42.796,16.0,20.2,242
2020-12-03 15:57:40.519,15.9,20.2,242
2020-12-03 15:57:38.241,15.9,20.2,242
2020-12-03 15:57:35.964,15.9,20.2,242
2020-12-03 15:57:33.686,15.9,20.3,243
2020-12-03 15:57:31.409,15.9,20.3,242
2020-12-03 15:57:29.132,15.9,20.3,242
2020-12-03 15:57:26.854,15.9,20.4,242
2020-12-03 15:57:24.577,15.9,20.3,243
2020-12-03 15:57:22.300,15.9,20.3,242
2020-12-03 15:57:20.022,15.9,20.3,242
2020-12-03 15:57:17.745,15.9,20.2,242
2020-12-03 15:57:15.468,15.9,20.2,242
2020-12-03 15:57:13.190,15.9,20.2,242
2020-12-03 15:57:10.913,15.9,20.3,242
2020-12-03 15:57:08.636,15.9,20.3,240
2020-12-03 15:57:06.358,15.9,20.3,243
2020-12-03 15:57:04.081,15.9,20.3,242
2020-12-03 15:57:01.804,15.9,20.4,242
2020-12-03 15:56:59.526,15.9,20.4,242
2020-12-03 15:56:57.249,15.9,20.4,243
2020-12-03 15:56:54.971,15.9,20.5,242
2020-12-03 15:56:52.694,15.9,20.6,243
2020-12-03 15:56:50.417,15.9,20.6,242
2020-12-03 15:56:48.140,15.9,20.7,242
2020-12-03 15:56:45.862,15.8,20.6,242
2020-12-03 15:56:43.585,15.9,20.7,242
2020-12-03 15:56:41.307,15.8,20.6,242
2020-12-03 15:56:39.030,15.8,20.5,242
2020-12-03 15:56:36.753,15.8,20.5,243
2020-12-03 15:56:34.475,15.8,20.5,242
2020-12-03 15:56:32.198,15.8,20.5,242
2020-12-03 15:56:29.921,15.8,20.5,242
2020-12-03 15:56:27.643,15.8,20.5,243
2020-12-03 15:56:25.366,15.8,20.5,242
2020-12-03 15:56:23.089,15.8,20.5,242
2020-12-03 15:56:20.811,15.8,20.5,242
2020-12-03 15:56:18.534,15.8,20.5,243
2020-12-03 15:56:16.257,15.8,20.6,220
2020-12-03 15:56:13.979,15.8,20.6,242
2020-12-03 15:56:11.702,15.7,20.7,249
2020-12-03 15:56:09.425,15.7,20.7,249
